<UNK> 1.0	SPN
foutépamal 1.0	f  u  t  e  p  ɑ  m  ɑ  l  
fouti 1.0	ff ou tt ii 
fouti 1.0	f  u  t  i  
fouyé 1.0	ff ou yy ei 
fouyé 1.0	f  u  j  e  
fowmé 1.0	ff oo ww mm ei 
fowmé 1.0	f  ɔ  w  m  e  
france 1.0	ff rr an ss 
france 1.0	f  ʁ  ɑ̃  s  
francesca 1.0	ff rr an ss ai ss kk aa 
francesca 1.0	f  ʁ  ɑ̃  s  ɛ  s  k  ɑ  
frans 1.0	ff rr an 
frans 1.0	ff rr an zz 
frans 1.0	f  ʁ  ɑ̃  
frans 1.0	f  ʁ  ɑ̃  z  
fransé 1.0	ff rr an ss ei 
fransé 1.0	f  ʁ  ɑ̃  s  e  
fransè 1.0	ff rr an ss ai 
fransè 1.0	f  ʁ  ɑ̃  s  ɛ  
fransèz 1.0	ff rr an ss ai 
fransèz 1.0	ff rr an ss ai zz 
fransèz 1.0	f  ʁ  ɑ̃  s  ɛ  
fransèz 1.0	f  ʁ  ɑ̃  s  ɛ  z  
fré-la 1.0	ff rr ei ll aa 
fré-la 1.0	f  ʁ  e  l  ɑ  
fréné 1.0	ff rr ei nn ei 
fréné 1.0	f  ʁ  e  n  e  
fri 1.0	ff rr ii 
fri 1.0	f  ʁ  i  
frijidè 1.0	ff rr ii jj ii dd ai 
frijidè 1.0	f  ʁ  i  ʒ  i  d  ɛ  
frikasé 1.0	ff rr ii kk aa zz ei 
frikasé 1.0	f  ʁ  i  k  ɑ  z  e  
frizé 1.0	ff rr ii zz ei 
frizé 1.0	f  ʁ  i  z  e  
frui 1.0	ff rr uy ii 
frui 1.0	f  ʁ  ɥ  i  
fur 1.0	ff uu rr 
fur 1.0	f  y  ʁ  
fwa 1.0	ff ww aa 
fwa 1.0	f  w  ɑ  
fwan 1.0	ff ww an 
fwan 1.0	ff ww an nn 
fwan 1.0	f  w  ɑ̃  
fwan 1.0	f  w  ɑ̃  n  
fwansé 1.0	ff ww an ss ei 
fwansé 1.0	f  w  ɑ̃  s  e  
fwè 1.0	ff ww ai 
fwè 1.0	f  w  ɛ  
fwèt 1.0	ff ww ai 
fwèt 1.0	ff ww ai tt 
fwèt 1.0	f  w  ɛ  
fwèt 1.0	f  w  ɛ  t  
fwomajé 1.0	ff ww oo mm aa jj ei 
fwomajé 1.0	f  w  ɔ  m  ɑ  ʒ  e  
fyè 1.0	ff yy ai 
fyè 1.0	f  j  ɛ  
gadé 1.0	gg aa dd ei 
gadé 1.0	g  ɑ  d  e  
gadé-mwen 1.0	gg aa dd ei mm ww ai nn 
gadé-mwen 1.0	g  ɑ  d  e  m  w  ɛ  n  
gadé-y 1.0	gg aa dd ei ii 
gadé-y 1.0	g  ɑ  d  e  i  
gaël 1.0	gg aa pp ww in ai ll 
gaël 1.0	g  ɑ  p  w  ɛ̃  ɛ  l  
galante 1.0	gg aa ll an tt 
galante 1.0	g  ɑ  l  ɑ̃  t  
galba 1.0	gg aa ll bb aa 
galba 1.0	g  ɑ  l  b  ɑ  
gangann 1.0	gg an gg an nn 
gangann 1.0	g  ɑ̃  g  ɑ̃  n  
gangné 1.0	gg an nn yy ei 
gangné 1.0	g  ɑ̃  ɲ  e  
ganm 1.0	gg an mm 
ganm 1.0	g  ɑ̃  m  
ganmé 1.0	gg an mm ei 
ganmé 1.0	g  ɑ̃  m  e  
ganm-la 1.0	gg an mm ll aa 
ganm-la 1.0	g  ɑ̃  m  l  ɑ  
gare 1.0	gg aa rr 
gare 1.0	g  ɑ  ʁ  
gason 1.0	gg aa zz on 
gason 1.0	gg aa zz on nn 
gason 1.0	g  ɑ  z  ɔ̃  
gason 1.0	g  ɑ  z  ɔ̃  n  
gason-anbaglaj 1.0	gg aa zz on an bb aa gg ll aa jj 
gason-anbaglaj 1.0	g  ɑ  z  ɔ̃  ɑ̃  b  ɑ  g  l  ɑ  ʒ  
gaté 1.0	gg aa tt ei 
gaté 1.0	g  ɑ  t  e  
gaté-y 1.0	gg aa tt ei ii 
gaté-y 1.0	g  ɑ  t  e  i  
gato 1.0	gg aa tt au 
gato 1.0	g  ɑ  t  o  
gay 1.0	gg ai 
gay 1.0	g  ɛ  
gdcf 1.0	gg dd kk ff 
gdcf 1.0	g  d  k  f  
gèl 1.0	jj ai ll 
gèl 1.0	ʒ  ɛ  l  
genbo 1.0	jj an bb au 
genbo 1.0	ʒ  ɑ̃  b  o  
gentihomme 1.0	jj an tt yy oo mm 
gentihomme 1.0	ʒ  ɑ̃  t  j  ɔ  m  
gèrié 1.0	jj ai rr yy ei 
gèrié 1.0	ʒ  ɛ  ʁ  j  e  
gèy 1.0	jj ai ii 
gèy 1.0	ʒ  ɛ  i  
gidonné 1.0	jj ii dd oo nn ei 
gidonné 1.0	ʒ  i  d  ɔ  n  e  
giscard 1.0	jj ii ss kk aa rr 
giscard 1.0	jj ii ss kk aa rr tt 
giscard 1.0	ʒ  i  s  k  ɑ  ʁ  
giscard 1.0	ʒ  i  s  k  ɑ  ʁ  t  
gita 1.0	jj ii tt aa 
gita 1.0	ʒ  i  t  ɑ  
giyann-la 1.0	jj ii yy an nn ll aa 
giyann-la 1.0	ʒ  i  j  ɑ̃  n  l  ɑ  
goj 1.0	gg oo jj 
goj 1.0	g  ɔ  ʒ  
gol 1.0	gg oo ll 
gol 1.0	g  ɔ  l  
gomon 1.0	gg oo mm on 
gomon 1.0	gg oo mm on nn 
gomon 1.0	g  ɔ  m  ɔ̃  
gomon 1.0	g  ɔ  m  ɔ̃  n  
gonflé 1.0	gg on ff ll ei 
gonflé 1.0	g  ɔ̃  f  l  e  
gou 1.0	gg ou 
gou 1.0	g  u  
goud 1.0	gg ou 
goud 1.0	gg ou tt 
goud 1.0	g  u  
goud 1.0	g  u  t  
goumé 1.0	gg ou mm ei 
goumé 1.0	g  u  m  e  
gouvènéman 1.0	gg ou vv ai nn ei mm an 
gouvènéman 1.0	gg ou vv ai nn ei mm an nn 
gouvènéman 1.0	g  u  v  ɛ  n  e  m  ɑ̃  
gouvènéman 1.0	g  u  v  ɛ  n  e  m  ɑ̃  n  
gouvènèman 1.0	gg ou vv ai nn ai mm an 
gouvènèman 1.0	gg ou vv ai nn ai mm an nn 
gouvènèman 1.0	g  u  v  ɛ  n  ɛ  m  ɑ̃  
gouvènèman 1.0	g  u  v  ɛ  n  ɛ  m  ɑ̃  n  
goyav 1.0	gg oo yy aa vv 
goyav 1.0	g  ɔ  j  ɑ  v  
gra 1.0	gg rr aa 
gra 1.0	g  ʁ  ɑ  
grabyo 1.0	gg rr aa bb yy au 
grabyo 1.0	g  ʁ  ɑ  b  j  o  
graisseries 1.0	gg rr ai ss ee rr ii 
graisseries 1.0	gg rr ai ss ee rr ii zz 
graisseries 1.0	gg rr ai ss rr ii 
graisseries 1.0	gg rr ai ss rr ii zz 
graisseries 1.0	g  ʁ  ɛ  s  ə  ʁ  i  
graisseries 1.0	g  ʁ  ɛ  s  ə  ʁ  i  z  
graisseries 1.0	g  ʁ  ɛ  s  ʁ  i  
graisseries 1.0	g  ʁ  ɛ  s  ʁ  i  z  
graj 1.0	gg rr aa jj 
graj 1.0	g  ʁ  ɑ  ʒ  
gran 1.0	gg rr an 
gran 1.0	gg rr an nn 
gran 1.0	g  ʁ  ɑ̃  
gran 1.0	g  ʁ  ɑ̃  n  
gran-apa 1.0	gg rr an aa pp aa 
gran-apa 1.0	g  ʁ  ɑ̃  ɑ  p  ɑ  
grand 1.0	gg rr an 
grand 1.0	gg rr an tt 
grand 1.0	g  ʁ  ɑ̃  
grand 1.0	g  ʁ  ɑ̃  t  
grande 1.0	gg rr an dd 
grande 1.0	g  ʁ  ɑ̃  d  
grandes 1.0	gg rr an dd 
grandes 1.0	gg rr an dd zz 
grandes 1.0	g  ʁ  ɑ̃  d  
grandes 1.0	g  ʁ  ɑ̃  d  z  
grandi 1.0	gg rr an dd ii 
grandi 1.0	g  ʁ  ɑ̃  d  i  
grands 1.0	gg rr an 
grands 1.0	gg rr an zz 
grands 1.0	g  ʁ  ɑ̃  
grands 1.0	g  ʁ  ɑ̃  z  
granmoun 1.0	gg rr an mm ou nn 
granmoun 1.0	g  ʁ  ɑ̃  m  u  n  
grannonm 1.0	gg rr aa nn on mm 
grannonm 1.0	g  ʁ  ɑ  n  ɔ̃  m  
grannonm-la 1.0	gg rr aa nn on mm ll aa 
grannonm-la 1.0	g  ʁ  ɑ  n  ɔ̃  m  l  ɑ  
gras 1.0	gg rr aa 
gras 1.0	gg rr aa zz 
gras 1.0	g  ʁ  ɑ  
gras 1.0	g  ʁ  ɑ  z  
gratuitman 1.0	gg rr aa tt uy ii tt mm an 
gratuitman 1.0	gg rr aa tt uy ii tt mm an nn 
gratuitman 1.0	g  ʁ  ɑ  t  ɥ  i  t  m  ɑ̃  
gratuitman 1.0	g  ʁ  ɑ  t  ɥ  i  t  m  ɑ̃  n  
grenn 1.0	gg rr an nn 
grenn 1.0	g  ʁ  ɑ̃  n  
grésé 1.0	gg rr ei zz ei 
grésé 1.0	g  ʁ  e  z  e  
grigné 1.0	gg rr ii nn yy ei 
grigné 1.0	g  ʁ  i  ɲ  e  
griy 1.0	gg rr ii ii 
griy 1.0	g  ʁ  i  i  
griyé 1.0	gg rr ii yy ei 
griyé 1.0	g  ʁ  i  j  e  
griyo 1.0	gg rr ii yy au 
griyo 1.0	g  ʁ  i  j  o  
griz 1.0	gg rr ii 
griz 1.0	gg rr ii zz 
griz 1.0	g  ʁ  i  
griz 1.0	g  ʁ  i  z  
gro 1.0	gg rr au 
gro 1.0	g  ʁ  o  
group 1.0	gg rr ou pp 
group 1.0	g  ʁ  u  p  
guadeloupe 1.0	gg ww aa dd ee ll ou pp 
guadeloupe 1.0	gg ww aa dd ll ou pp 
guadeloupe 1.0	g  w  ɑ  d  ə  l  u  p  
guadeloupe 1.0	g  w  ɑ  d  l  u  p  
guadloupéen 1.0	gg ww aa dd ll ou pp ei in 
guadloupéen 1.0	gg ww aa dd ll ou pp ei in nn 
guadloupéen 1.0	g  w  ɑ  d  l  u  p  e  ɛ̃  
guadloupéen 1.0	g  w  ɑ  d  l  u  p  e  ɛ̃  n  
guiyan 1.0	gg ii yy an 
guiyan 1.0	gg ii yy an nn 
guiyan 1.0	g  i  j  ɑ̃  
guiyan 1.0	g  i  j  ɑ̃  n  
guy 1.0	gg ii 
guy 1.0	g  i  
guyan 1.0	gg uu yy an 
guyan 1.0	gg uu yy an nn 
guyan 1.0	g  y  j  ɑ̃  
guyan 1.0	g  y  j  ɑ̃  n  
gwada 1.0	gg ww aa dd aa 
gwada 1.0	g  w  ɑ  d  ɑ  
gwadeloup 1.0	gg ww aa dd ee ll ou 
gwadeloup 1.0	gg ww aa dd ee ll ou pp 
gwadeloup 1.0	gg ww aa dd ll ou 
gwadeloup 1.0	gg ww aa dd ll ou pp 
gwadeloup 1.0	g  w  ɑ  d  ə  l  u  
gwadeloup 1.0	g  w  ɑ  d  ə  l  u  p  
gwadeloup 1.0	g  w  ɑ  d  l  u  
gwadeloup 1.0	g  w  ɑ  d  l  u  p  
gwadloup 1.0	gg ww aa dd ll ou 
gwadloup 1.0	gg ww aa dd ll ou pp 
gwadloup 1.0	g  w  ɑ  d  l  u  
gwadloup 1.0	g  w  ɑ  d  l  u  p  
gwadloupéyen 1.0	gg ww aa dd ll ou pp ei yy in 
gwadloupéyen 1.0	gg ww aa dd ll ou pp ei yy in nn 
gwadloupéyen 1.0	g  w  ɑ  d  l  u  p  e  j  ɛ̃  
gwadloupéyen 1.0	g  w  ɑ  d  l  u  p  e  j  ɛ̃  n  
gwadoup 1.0	gg ww aa dd ou 
gwadoup 1.0	gg ww aa dd ou pp 
gwadoup 1.0	g  w  ɑ  d  u  
gwadoup 1.0	g  w  ɑ  d  u  p  
gwatémala 1.0	gg ww aa tt ei mm aa ll aa 
gwatémala 1.0	g  w  ɑ  t  e  m  ɑ  l  ɑ  
gwo 1.0	gg ww au 
gwo 1.0	g  w  o  
gwoka 1.0	gg ww oo kk aa 
gwoka 1.0	g  w  ɔ  k  ɑ  
gwossi 1.0	gg ww oo ss ii 
gwossi 1.0	g  w  ɔ  s  i  
gwoup 1.0	gg ww ou 
gwoup 1.0	gg ww ou pp 
gwoup 1.0	g  w  u  
gwoup 1.0	g  w  u  p  
gwoup-la 1.0	gg ww ou ll aa 
gwoup-la 1.0	g  w  u  l  ɑ  
gyaka 1.0	jj yy aa kk aa 
gyaka 1.0	ʒ  j  ɑ  k  ɑ  
gyèl 1.0	jj yy ai ll 
gyèl 1.0	ʒ  j  ɛ  l  
gyok 1.0	jj yy oo kk 
gyok 1.0	ʒ  j  ɔ  k  
ha 1.0	aa 
ha 1.0	ɑ  
had 1.0	aa 
had 1.0	aa tt 
had 1.0	ɑ  
had 1.0	ɑ  t  
hak 1.0	aa kk 
hak 1.0	ɑ  k  
hay 1.0	aa ii 
hay 1.0	ɑ  i  
hélé-mwen 1.0	ei ll ei mm ww ai nn 
hélé-mwen 1.0	e  l  e  m  w  ɛ  n  
hello 1.0	ai ll au 
hello 1.0	ɛ  l  o  
henkenchyen 1.0	an kk an ch yy in 
henkenchyen 1.0	an kk an ch yy in nn 
henkenchyen 1.0	ɑ̃  k  ɑ̃  ʃ  j  ɛ̃  
henkenchyen 1.0	ɑ̃  k  ɑ̃  ʃ  j  ɛ̃  n  
hercule 1.0	ai rr kk uu ll 
hercule 1.0	ɛ  ʁ  k  y  l  
hispanophones 1.0	ii ss pp aa nn oo ff oo nn 
hispanophones 1.0	ii ss pp aa nn oo ff oo nn zz 
hispanophones 1.0	i  s  p  ɑ  n  ɔ  f  ɔ  n  
hispanophones 1.0	i  s  p  ɑ  n  ɔ  f  ɔ  n  z  
hou 1.0	ou 
hou 1.0	u  
hum 1.0	oe mm 
hum 1.0	œ  m  
humaine 1.0	uu mm ai nn 
humaine 1.0	y  m  ɛ  n  
humhum 1.0	un oo mm 
humhum 1.0	œ̃  ɔ  m  
i 1.0	ii 
i 1.0	i  
idanté 1.0	ii dd an tt ei 
idanté 1.0	i  d  ɑ̃  t  e  
idantité 1.0	ii dd an tt ii tt ei 
idantité 1.0	i  d  ɑ̃  t  i  t  e  
idé 1.0	ii dd ei 
idé 1.0	i  d  e  
idée 1.0	ii dd ei 
idée 1.0	i  d  e  
ifo 1.0	ii ff au 
ifo 1.0	i  f  o  
ika 1.0	ii kk aa 
ika 1.0	i  k  ɑ  
il 1.0	ii ll 
il 1.0	i  l  
îles 1.0	ii ll 
îles 1.0	ii ll zz 
îles 1.0	i  l  
îles 1.0	i  l  z  
ilitizé 1.0	ii ll ii tt ii zz ei 
ilitizé 1.0	i  l  i  t  i  z  e  
ils 1.0	ii ll 
ils 1.0	ii ll zz 
ils 1.0	i  l  
ils 1.0	i  l  z  
imaj 1.0	ii mm aa jj 
imaj 1.0	i  m  ɑ  ʒ  
in 1.0	ii nn 
in 1.0	i  n  
indépendants 1.0	in dd ei pp an dd an 
indépendants 1.0	in dd ei pp an dd an zz 
indépendants 1.0	ɛ̃  d  e  p  ɑ̃  d  ɑ̃  
indépendants 1.0	ɛ̃  d  e  p  ɑ̃  d  ɑ̃  z  
indiens 1.0	in dd yy in 
indiens 1.0	in dd yy in zz 
indiens 1.0	ɛ̃  d  j  ɛ̃  
indiens 1.0	ɛ̃  d  j  ɛ̃  z  
inè 1.0	ii nn ai 
inè 1.0	i  n  ɛ  
infections 1.0	in ff ai kk ss yy on 
infections 1.0	in ff ai kk ss yy on zz 
infections 1.0	ɛ̃  f  ɛ  k  s  j  ɔ̃  
infections 1.0	ɛ̃  f  ɛ  k  s  j  ɔ̃  z  
inikman 1.0	ii nn ii kk mm an 
inikman 1.0	ii nn ii kk mm an nn 
inikman 1.0	i  n  i  k  m  ɑ̃  
inikman 1.0	i  n  i  k  m  ɑ̃  n  
inosan 1.0	ii nn oo zz an 
inosan 1.0	ii nn oo zz an nn 
inosan 1.0	i  n  ɔ  z  ɑ̃  
inosan 1.0	i  n  ɔ  z  ɑ̃  n  
intérêt 1.0	in tt ei rr ai 
intérêt 1.0	in tt ei rr ai tt 
intérêt 1.0	ɛ̃  t  e  ʁ  ɛ  
intérêt 1.0	ɛ̃  t  e  ʁ  ɛ  t  
irresponsable 1.0	ii rr ai ss pp on ss aa bb ll 
irresponsable 1.0	ii rr ai ss pp on ss aa bb ll ee 
irresponsable 1.0	i  ʁ  ɛ  s  p  ɔ̃  s  ɑ  b  l  
irresponsable 1.0	i  ʁ  ɛ  s  p  ɔ̃  s  ɑ  b  l  ə  
isi 1.0	ii zz ii 
isi 1.0	i  z  i  
isidan 1.0	ii zz ii dd an 
isidan 1.0	ii zz ii dd an nn 
isidan 1.0	i  z  i  d  ɑ̃  
isidan 1.0	i  z  i  d  ɑ̃  n  
issu 1.0	ii ss uu 
issu 1.0	i  s  y  
istil 1.0	ii ss tt ii ll 
istil 1.0	i  s  t  i  l  
istorik 1.0	ii ss tt oo rr ii kk 
istorik 1.0	i  s  t  ɔ  ʁ  i  k  
istwa 1.0	ii ss tt ww aa 
istwa 1.0	i  s  t  w  ɑ  
itilizé 1.0	ii tt ii ll ii zz ei 
itilizé 1.0	i  t  i  l  i  z  e  
itilize-y 1.0	ii tt ii ll ii zz ii 
itilize-y 1.0	i  t  i  l  i  z  i  
itilizé-y 1.0	ii tt ii ll ii zz ei ii 
itilizé-y 1.0	i  t  i  l  i  z  e  i  
ivèr 1.0	ii vv ai rr 
ivèr 1.0	i  v  ɛ  ʁ  
ja 1.0	jj aa 
ja 1.0	ʒ  ɑ  
jà 1.0	jj aa 
jà 1.0	ʒ  ɑ  
jaden 1.0	jj aa dd ai nn 
jaden 1.0	ʒ  ɑ  d  ɛ  n  
jaélia 1.0	jj aa ei ll yy aa 
jaélia 1.0	ʒ  ɑ  e  l  j  ɑ  
j'ai 1.0	jj ai 
j'ai 1.0	ʒ  ɛ  
jai 1.0	jj ai 
jai 1.0	ʒ  ɛ  
jakob 1.0	jj aa kk oo bb 
jakob 1.0	ʒ  ɑ  k  ɔ  b  
jan 1.0	jj an 
jan 1.0	jj an nn 
jan 1.0	ʒ  ɑ̃  
jan 1.0	ʒ  ɑ̃  n  
janbé 1.0	jj an bb ei 
janbé 1.0	ʒ  ɑ̃  b  e  
jan-maché 1.0	jj an mm aa ch ei 
jan-maché 1.0	ʒ  ɑ̃  m  ɑ  ʃ  e  
janmayik 1.0	jj an mm ai yy ii kk 
janmayik 1.0	ʒ  ɑ̃  m  ɛ  j  i  k  
janmé 1.0	jj an mm ei 
janmé 1.0	ʒ  ɑ̃  m  e  
je 1.0	jj 
je 1.0	jj ee 
je 1.0	ʒ  
je 1.0	ʒ  ə  
jé 1.0	jj ei 
jé 1.0	ʒ  e  
jèm 1.0	jj ai mm 
jèm 1.0	ʒ  ɛ  m  
jen 1.0	jj ai nn 
jen 1.0	ʒ  ɛ  n  
jèn 1.0	jj ai nn 
jèn 1.0	ʒ  ɛ  n  
jénéral 1.0	jj ei nn ei rr aa ll 
jénéral 1.0	ʒ  e  n  e  ʁ  ɑ  l  
jénéralman 1.0	jj ei nn ei rr aa ll mm an 
jénéralman 1.0	jj ei nn ei rr aa ll mm an nn 
jénéralman 1.0	ʒ  e  n  e  ʁ  ɑ  l  m  ɑ̃  
jénéralman 1.0	ʒ  e  n  e  ʁ  ɑ  l  m  ɑ̃  n  
jénérasyon 1.0	jj ei nn ei rr aa zz yy on 
jénérasyon 1.0	jj ei nn ei rr aa zz yy on nn 
jénérasyon 1.0	ʒ  e  n  e  ʁ  ɑ  z  j  ɔ̃  
jénérasyon 1.0	ʒ  e  n  e  ʁ  ɑ  z  j  ɔ̃  n  
jenn 1.0	jj an nn 
jenn 1.0	ʒ  ɑ̃  n  
jenne 1.0	jj ai nn 
jenne 1.0	ʒ  ɛ  n  
jennjan 1.0	jj an nn jj an 
jennjan 1.0	jj an nn jj an nn 
jennjan 1.0	ʒ  ɑ̃  n  ʒ  ɑ̃  
jennjan 1.0	ʒ  ɑ̃  n  ʒ  ɑ̃  n  
jéografik 1.0	jj ei oo gg rr aa ff ii kk 
jéografik 1.0	ʒ  e  ɔ  g  ʁ  ɑ  f  i  k  
jérè 1.0	jj ei rr ai 
jérè 1.0	ʒ  e  ʁ  ɛ  
jessica 1.0	jj ei ss ii kk aa 
jessica 1.0	ʒ  e  s  i  k  ɑ  
jet 1.0	jj ai 
jet 1.0	jj ai tt 
jet 1.0	ʒ  ɛ  
jet 1.0	ʒ  ɛ  t  
jéwom 1.0	jj ei ww on 
jéwom 1.0	ʒ  e  w  ɔ̃  
jin 1.0	jj in 
jin 1.0	jj in nn 
jin 1.0	ʒ  ɛ̃  
jin 1.0	ʒ  ɛ̃  n  
jis 1.0	jj ii 
jis 1.0	jj ii zz 
jis 1.0	ʒ  i  
jis 1.0	ʒ  i  z  
jisak 1.0	jj ii zz aa kk 
jisak 1.0	ʒ  i  z  ɑ  k  
jisk 1.0	jj ii ss kk 
jisk 1.0	jj ii ss kk ee 
jisk 1.0	ʒ  i  s  k  
jisk 1.0	ʒ  i  s  k  ə  
jiska 1.0	jj ii ss kk aa 
jiska 1.0	ʒ  i  s  k  ɑ  
jisko 1.0	jj ii ss kk au 
jisko 1.0	ʒ  i  s  k  o  
jistan 1.0	jj ii ss tt an 
jistan 1.0	jj ii ss tt an nn 
jistan 1.0	ʒ  i  s  t  ɑ̃  
jistan 1.0	ʒ  i  s  t  ɑ̃  n  
jistéman 1.0	jj ii ss tt ei mm an 
jistéman 1.0	jj ii ss tt ei mm an nn 
jistéman 1.0	ʒ  i  s  t  e  m  ɑ̃  
jistéman 1.0	ʒ  i  s  t  e  m  ɑ̃  n  
jiston 1.0	jj ii ss tt on 
jiston 1.0	jj ii ss tt on nn 
jiston 1.0	ʒ  i  s  t  ɔ̃  
jiston 1.0	ʒ  i  s  t  ɔ̃  n  
jod 1.0	yy oo dd 
jod 1.0	yy oo dd tt 
jod 1.0	j  ɔ  d  
jod 1.0	j  ɔ  d  t  
jodi 1.0	jj oo dd ii 
jodi 1.0	ʒ  ɔ  d  i  
jodijou 1.0	jj oo dd ii jj ou 
jodijou 1.0	ʒ  ɔ  d  i  ʒ  u  
jod-la 1.0	jj oo ll aa 
jod-la 1.0	ʒ  ɔ  l  ɑ  
jodla 1.0	jj oo dd ll aa 
jodla 1.0	ʒ  ɔ  d  l  ɑ  
jolinèt 1.0	jj oo ll ii nn ai 
jolinèt 1.0	jj oo ll ii nn ai tt 
jolinèt 1.0	ʒ  ɔ  l  i  n  ɛ  
jolinèt 1.0	ʒ  ɔ  l  i  n  ɛ  t  
jone 1.0	jj oo nn 
jone 1.0	ʒ  ɔ  n  
jou 1.0	jj ou 
jou 1.0	ʒ  u  
joudijou 1.0	jj ou dd ii jj ou 
joudijou 1.0	ʒ  u  d  i  ʒ  u  
jouer 1.0	jj ou ei 
jouer 1.0	ʒ  u  e  
jou-lasa 1.0	jj ou ll aa zz aa 
jou-lasa 1.0	ʒ  u  l  ɑ  z  ɑ  
jouné 1.0	jj ou nn ei 
jouné 1.0	ʒ  u  n  e  
jous 1.0	jj ou 
jous 1.0	jj ou zz 
jous 1.0	ʒ  u  
jous 1.0	ʒ  u  z  
jouwé 1.0	jj ou ww ei 
jouwé 1.0	ʒ  u  w  e  
justement 1.0	jj uu ss tt ee mm an 
justement 1.0	jj uu ss tt ee mm an tt 
justement 1.0	jj uu ss tt mm an 
justement 1.0	jj uu ss tt mm an tt 
justement 1.0	ʒ  y  s  t  ə  m  ɑ̃  
justement 1.0	ʒ  y  s  t  ə  m  ɑ̃  t  
justement 1.0	ʒ  y  s  t  m  ɑ̃  
justement 1.0	ʒ  y  s  t  m  ɑ̃  t  
jwé 1.0	jj ww ei 
jwé 1.0	ʒ  w  e  
jwenn 1.0	jj ww an nn 
jwenn 1.0	ʒ  w  ɑ̃  n  
ka 1.0	kk aa 
ka 1.0	k  ɑ  
kabouya-la 1.0	kk aa bb ou yy aa ll aa 
kabouya-la 1.0	k  ɑ  b  u  j  ɑ  l  ɑ  
kabrit 1.0	kk aa bb rr ii 
kabrit 1.0	kk aa bb rr ii tt 
kabrit 1.0	k  ɑ  b  ʁ  i  
kabrit 1.0	k  ɑ  b  ʁ  i  t  
kabwa 1.0	kk aa bb ww aa 
kabwa 1.0	k  ɑ  b  w  ɑ  
kadans 1.0	kk aa dd an 
kadans 1.0	kk aa dd an zz 
kadans 1.0	k  ɑ  d  ɑ̃  
kadans 1.0	k  ɑ  d  ɑ̃  z  
kadè 1.0	kk aa dd ai 
kadè 1.0	k  ɑ  d  ɛ  
kado 1.0	kk aa dd au 
kado 1.0	k  ɑ  d  o  
kadré-y 1.0	kk aa dd rr ei ii 
kadré-y 1.0	k  ɑ  d  ʁ  e  i  
kagou 1.0	kk aa gg ou 
kagou 1.0	k  ɑ  g  u  
kajou 1.0	kk aa jj ou 
kajou 1.0	k  ɑ  ʒ  u  
kaka 1.0	kk aa kk aa 
kaka 1.0	k  ɑ  k  ɑ  
kakwè 1.0	kk aa kk ww ai 
kakwè 1.0	k  ɑ  k  w  ɛ  
kal 1.0	kk aa ll 
kal 1.0	k  ɑ  l  
kalaja 1.0	kk aa ll aa jj aa 
kalaja 1.0	k  ɑ  l  ɑ  ʒ  ɑ  
kalipso 1.0	kk aa ll ii pp ss au 
kalipso 1.0	k  ɑ  l  i  p  s  o  
kalité 1.0	kk aa ll ii tt ei 
kalité 1.0	k  ɑ  l  i  t  e  
kalkilé 1.0	kk aa ll kk ii ll ei 
kalkilé 1.0	k  ɑ  l  k  i  l  e  
k'an 1.0	kk an 
k'an 1.0	kk an nn 
k'an 1.0	k  ɑ̃  
k'an 1.0	k  ɑ̃  n  
kan 1.0	kk an 
kan 1.0	kk an nn 
kan 1.0	k  ɑ̃  
kan 1.0	k  ɑ̃  n  
kanalizé 1.0	kk aa nn aa ll ii zz ei 
kanalizé 1.0	k  ɑ  n  ɑ  l  i  z  e  
kanaval 1.0	kk aa nn aa vv aa ll 
kanaval 1.0	k  ɑ  n  ɑ  v  ɑ  l  
kanavalèks 1.0	kk aa nn aa vv aa ll ai kk 
kanavalèks 1.0	kk aa nn aa vv aa ll ai kk zz 
kanavalèks 1.0	k  ɑ  n  ɑ  v  ɑ  l  ɛ  k  
kanavalèks 1.0	k  ɑ  n  ɑ  v  ɑ  l  ɛ  k  z  
kanklo 1.0	kk an kk ll au 
kanklo 1.0	k  ɑ̃  k  l  o  
kanmem 1.0	kk an mm ai mm 
kanmem 1.0	k  ɑ̃  m  ɛ  m  
kanmèm 1.0	kk an mm ai mm 
kanmèm 1.0	k  ɑ̃  m  ɛ  m  
kanmen 1.0	kk an mm ai nn 
kanmen 1.0	k  ɑ̃  m  ɛ  n  
kann 1.0	kk an nn 
kann 1.0	k  ɑ̃  n  
kannal-la 1.0	kk aa nn aa ll ll aa 
kannal-la 1.0	k  ɑ  n  ɑ  l  l  ɑ  
kanpèch 1.0	kk an pp ai ch 
kanpèch 1.0	k  ɑ̃  p  ɛ  ʃ  
kanta 1.0	kk an tt aa 
kanta 1.0	k  ɑ̃  t  ɑ  
kantik 1.0	kk an tt ii kk 
kantik 1.0	k  ɑ̃  t  i  k  
kantil 1.0	kk an tt ii 
kantil 1.0	k  ɑ̃  t  i  
kapab 1.0	kk aa pp aa bb 
kapab 1.0	k  ɑ  p  ɑ  b  
kapasité 1.0	kk aa pp aa zz ii tt ei 
kapasité 1.0	k  ɑ  p  ɑ  z  i  t  e  
kapestè 1.0	kk aa pp ai ss tt ai 
kapestè 1.0	k  ɑ  p  ɛ  s  t  ɛ  
kapital 1.0	kk aa pp ii tt aa ll 
kapital 1.0	k  ɑ  p  i  t  ɑ  l  
kapsil 1.0	kk aa pp ss ii ll 
